CAS,pubchem_cid,chebi_id,preferred_name,iupac_name,molecular_formula,molecular_weight,isomeric_smiles,canonical_smiles,inchi,inchikey,xlogp,tpsa,synonyms,cas_queried,cas_class,cas_repairs
1182-87-2,12314120,CHEBI:135825,Peruvoside,"(3S,5R,8R,9S,10R,13R,14S,17R)-3-[(2R,3S,4R,5S,6S)-3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl]oxy-14-hydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthrene-10-carbaldehyde",C30H44O9,548.7,C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)C=O)O)OC)O,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O,"InChI=1S/C30H44O9/c1-16-24(33)26(36-3)25(34)27(38-16)39-19-6-10-29(15-31)18(13-19)4-5-22-21(29)7-9-28(2)20(8-11-30(22,28)35)17-12-23(32)37-14-17/h12,15-16,18-22,24-27,33-35H,4-11,13-14H2,1-3H3/t16-,18+,19-,20+,21-,22+,24-,25-,26+,27-,28+,29+,30-/m0/s1",PMTSPAGBAFCORP-HBUONDEYSA-N,0.7,132,"peruvoside | Encordin | Peruvosid | 1182-87-2 | Cannogenin thevetoside | Cannogenin alpha-L-thevetoside | CT36KGC6A6 | (3S,5R,8R,9S,10R,13R,14S,17R)-3-[(2R,3S,4R,5S,6S)-3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl]oxy-14-hydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthrene-10-carbaldehyde | DTXSID70881388 | (3S,5R,8R,9S,10R,13R,14S,17R)-3-((2R,3S,4R,5S,6S)-3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl)oxy-14-hydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta(a)phenanthrene-10-carbaldehyde | RefChem:171875 | DTXCID501022650 | Card-20(22)-enolide, 3-((6-deoxy-3-O-methyl-alpha-L-glucopyranosyl)oxy)-14-hydroxy-19-oxo-, (3beta,5beta)- | (3S,5R,8R,9S,10R,13R,14S,17R)-3-((2S,3R,4S,5S,6R)-3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl)oxy-14-hydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta(a)phenanthrene-10-carbaldehyde | 214-659-9 | Cannogenin .alpha.-l-thevetoside | UNII-CT36KGC6A6 | EINECS 214-659-9 | PERUVOSIDE [MI] | Cannogenin ?-L-thevetoside",1182-87-2,valid,
6857789,,,,,,,,,,,,,,,invalid_format,
518-28-5,10607,CHEBI:50305,Podophyllotoxin,"(5R,5aR,8aR,9R)-5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one",C22H22O8,414.4,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,"InChI=1S/C22H22O8/c1-25-16-4-10(5-17(26-2)21(16)27-3)18-11-6-14-15(30-9-29-14)7-12(11)20(23)13-8-28-22(24)19(13)18/h4-7,13,18-20,23H,8-9H2,1-3H3/t13-,18+,19-,20-/m0/s1",YJGVMLPVUAXIQN-XVVDYKMHSA-N,2,92.7,"podophyllotoxin | Podofilox | 518-28-5 | Condylox | (-)-Podophyllotoxin | Podophyllinic acid lactone | Podophyllotoxin 7 | Wartec | Warticon | Podofilm | DTXSID3045645 | NSC-24818 | (5R,5aR,8aR,9R)-5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one | L36H50F353 | DTXCID1025645 | CHEBI:50305 | (10R,11R,15R,16R)-16-hydroxy-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.0^{3,7}.0^{11,15}]hexadeca-1(9),2,7-trien-12-one | Furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5aH)-one, 5,8,8a,9-tetrahydro-9-hydroxy-5-(3,4,5-trimethoxyphenyl)-, (5R-(5alpha,5abeta,8aalpha,9alpha))- | (10R,11R,15R,16R)-16-hydroxy-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.03,7.011,15]hexadeca-1,3(7),8-trien-12-one | (10R,11R,15R,16R)-16-hydroxy-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo(7.7.0.0^(3,7).0^(11,15))hexadeca-1(9),2,7-trien-12-one",518-28-5,valid,
864461-31-4,51371157,,7-Benzylidenenaltrexone maleate,"(4R,4aS,6E,7aR,12bS)-6-benzylidene-3-(cyclopropylmethyl)-4a,9-dihydroxy-1,2,4,5,7a,13-hexahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one;(Z)-but-2-enedioic acid",C31H31NO8,545.6,C1CC1CN2CC[C@]34[C@@H]5C(=O)/C(=C/C6=CC=CC=C6)/C[C@]3([C@H]2CC7=C4C(=C(C=C7)O)O5)O.C(=C\C(=O)O)\C(=O)O,C1CC1CN2CCC34C5C(=O)C(=CC6=CC=CC=C6)CC3(C2CC7=C4C(=C(C=C7)O)O5)O.C(=CC(=O)O)C(=O)O,"InChI=1S/C27H27NO4.C4H4O4/c29-20-9-8-18-13-21-27(31)14-19(12-16-4-2-1-3-5-16)23(30)25-26(27,22(18)24(20)32-25)10-11-28(21)15-17-6-7-17;5-3(6)1-2-4(7)8/h1-5,8-9,12,17,21,25,29,31H,6-7,10-11,13-15H2;1-2H,(H,5,6)(H,7,8)/b19-12+;2-1-/t21-,25+,26+,27-;/m1./s1",GKHUUKGUNNYVGB-LQDKARLYSA-N,,145,"BNTX maleate | 7-Benzylidenenaltrexone maleate | 864461-31-4 | BNTX maleate salt hydrate | BNTX (maleate) | (4R,4aS,6E,7aR,12bS)-6-benzylidene-3-(cyclopropylmethyl)-4a,9-dihydroxy-1,2,4,5,7a,13-hexahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one;(Z)-but-2-enedioic acid | orb1704653 | SCHEMBL31012288 | DTXSID101018962 | HMS3261F18 | Tox21_500588 | EX-A15487 | AKOS040745139 | CCG-221892 | LP00588 | NCGC00261273-01 | MS-33326 | HY-101307 | T22613 | (2Z)-But-2-enedioic acid--(7E)-7-benzylidene-17-(cyclopropylmethyl)-3,14-dihydroxy-5alpha-4,5-epoxymorphinan-6-one (1/1)",864461-31-4,valid,
169505-93-5,9824953,CHEBI:231359,RS-17053,1-(5-chloro-1H-indol-3-yl)-N-[2-[2-(cyclopropylmethoxy)phenoxy]ethyl]-2-methylpropan-2-amine;hydrochloride,C24H30Cl2N2O2,449.4,CC(C)(CC1=CNC2=C1C=C(C=C2)Cl)NCCOC3=CC=CC=C3OCC4CC4.Cl,CC(C)(CC1=CNC2=C1C=C(C=C2)Cl)NCCOC3=CC=CC=C3OCC4CC4.Cl,"InChI=1S/C24H29ClN2O2.ClH/c1-24(2,14-18-15-26-21-10-9-19(25)13-20(18)21)27-11-12-28-22-5-3-4-6-23(22)29-16-17-7-8-17;/h3-6,9-10,13,15,17,26-27H,7-8,11-12,14,16H2,1-2H3;1H",QFOPFGRPNPCPBX-UHFFFAOYSA-N,,46.3,"169505-93-5 | RS-17053 | RS 17053 | RefChem:930932 | 1-(5-chloro-1H-indol-3-yl)-N-(2-(2-(cyclopropylmethoxy)phenoxy)ethyl)-2-methylpropan-2-amine | RS 17053 hydrochloride | (N-[2-(2-CYCLOPROPYLMETHOXYPHENOXY)ETHYL]-5-CHLORO-ALPHA,ALPHA-DIMETHYL-1H-INDOLE-3-ETHANAMINE) HYDROCHLORIDE | RS 17053 (hydrochloride) | 1-(5-Chloro-1H-indol-3-yl)-N-(2-(2-(cyclopropylmethoxy)phenoxy)ethyl)-2-methylpropan-2-amine hydrochloride | RS 17053 HCl | C24H30Cl2N2O2 | orb1307774 | SCHEMBL2672959 | CHEBI:231359 | QFOPFGRPNPCPBX-UHFFFAOYSA-N | GLXC-04020 | UGA50593 | MFCD09971032 | AKOS024458719 | 1-(5-chloro-1H-indol-3-yl)-N-[2-[2-(cyclopropylmethoxy)phenoxy]ethyl]-2-methylpropan-2-amine;hydrochloride",169505-93-5,valid,
138489-18-6,11628205,,Bisindolylmaleimide IX mesylate,"methanesulfonic acid;3-[3-[4-(1-methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl carbamimidothioate",C26H27N5O5S2,553.7,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N.CS(=O)(=O)O,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N.CS(=O)(=O)O,"InChI=1S/C25H23N5O2S.CH4O3S/c1-29-13-17(15-7-2-4-9-19(15)29)21-22(24(32)28-23(21)31)18-14-30(11-6-12-33-25(26)27)20-10-5-3-8-16(18)20;1-5(2,3)4/h2-5,7-10,13-14H,6,11-12H2,1H3,(H3,26,27)(H,28,31,32);1H3,(H,2,3,4)",SAWVGDJBSPLRRB-UHFFFAOYSA-N,,194,"Ro 31-8220 mesylate | 138489-18-6 | Bisindolylmaleimide IX mesylate | MFCD03788207 | Carbamimidothioic acid, 3-[3-[2,5-dihydro-4-(1-methyl-1H-indol-3-yl)-2,5-dioxo-1H-pyrrol-3-yl]-1H-indol-1-yl]propyl ester, methanesulfonate (1:1) | Ro 31-8220 (mesylate) | 3-(3-(4-(1-methyl-1H-indol-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)-1H-indol-1-yl)propyl carbamimidothioate methanesulfonate | Bisindolylmaleimide IX methansulfonate | RO31-8220 mesylate | methanesulfonic acid;3-[3-[4-(1-methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl carbamimidothioate | CHEMBL1591531 | 3-{1-[3-(Amidinothio)Propyl]-3-Indolyl}-4-(1-Methyl-3-Indolyl)-1H-Pyrrole-2,5-Dione Methanesulfonate | Ro-31-8220 mesylate | BMK1-D9 | Ro 31-8220 mesylate? | 3JPC9J3C82 | orb1300591 | Ro-31-8220 methanesulfonate | SCHEMBL2491726 | SCHEMBL29381390",138489-18-6,valid,
10017-11-5,82291,,Allylamine hydrochloride,prop-2-en-1-amine;hydrochloride,C3H8ClN,93.55,C=CCN.Cl,C=CCN.Cl,"InChI=1S/C3H7N.ClH/c1-2-3-4;/h2H,1,3-4H2;1H",MLGWTHRHHANFCC-UHFFFAOYSA-N,,26,"Allylamine hydrochloride | 3-Aminopropene hydrochloride | Allylamine, hydrochloride | Allylammonium chloride | 2-Propen-1-amine hydrochloride | UNII-R2H25ILF98 | R2H25ILF98 | 2-PROPENYLAMINE HYDROCHLORIDE | N-2-PROPEN-1-AMINE HYDROCHLORIDE | RefChem:6800 | 10017-11-5 | prop-2-en-1-amine hydrochloride | Allylamine HCl | prop-2-en-1-amine;hydrochloride | 2-Propen-1-amine, hydrochloride (1:1) | allyl amine hydrochloride | MFCD00054329 | Allyl amine hydrochloride, 60% in water | allylaminehydrochloride | 2-Propen-1-amine, hydrochloride",10017-11-5,valid,
883065-90-5,2747117,CHEBI:94732,BI-78D3,"4-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-[(5-nitro-1,3-thiazol-2-yl)sulfanyl]-1H-1,2,4-triazol-5-one",C13H9N5O5S2,379.4,C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-],C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-],"InChI=1S/C13H9N5O5S2/c19-11-15-16-12(25-13-14-6-10(24-13)18(20)21)17(11)7-1-2-8-9(5-7)23-4-3-22-8/h1-2,5-6H,3-4H2,(H,15,19)",QFRLDZGQEZCCJZ-UHFFFAOYSA-N,2.7,175,"883065-90-5 | BI-78D3 | DTXSID10372629 | RefChem:917140 | DTXCID60323661 | BI 78D3 | 4-(2,3-Dihydrobenzo[b][1,4]dioxin-6-yl)-3-((5-nitrothiazol-2-yl)thio)-1H-1,2,4-triazol-5(4H)-one | MFCD01313575 | CHEMBL508280 | 4-(2,3-Dihydrobenzo[b][1,4]dioxin-6-yl)-3-((5-nitro-thiazol-2-yl)thio)-1H-1,2,4-triazol-5(4H)-one | BDBM26057 | EX-A970 | 4-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2,4-dihydro-5-[(5-nitro-2-thiazolyl)thio]-3H-1,2,4-triazol-3-one | 4-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-[(5-nitro-1,3-thiazol-2-yl)sulfanyl]-1H-1,2,4-triazol-5-one | NCGC00263145-01 | 4-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)-5-((5-nitrothiazol-2-yl)thio)-2,4-dihydro-3H-1,2,4-triazol-3-one | 4-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-[(5-nitro-2-thiazolyl)thio]-1H-1,2,4-triazol-5-one | 4-(2,3-dihydro-1,4-benzodioxin-6-yl)-5-[(5-nitro-1,3-thiazol-2-yl)sulfanyl]-4H-1,2,4-triazol-3-ol | BCP17200 | MLS006010634",883065-90-5,valid,
3519-82-2,230748,CHEBI:92582,"9,10-Dihydro-9,10(1',2')-benzenoanthracene-1,4-dione","pentacyclo[6.6.6.02,7.09,14.015,20]icosa-2(7),4,9,11,13,15,17,19-octaene-3,6-dione",C20H12O2,284.3,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=C3C(=O)C=CC5=O,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=C3C(=O)C=CC5=O,"InChI=1S/C20H12O2/c21-15-9-10-16(22)20-18-12-6-2-1-5-11(12)17(19(15)20)13-7-3-4-8-14(13)18/h1-10,17-18H",GCHPUOHXXCNSQL-UHFFFAOYSA-N,3,34.1,"3519-82-2 | 9,10-Dihydro-9,10[1',2']-benzenoanthracene-1,4-dione | 9,10-Dihydro-9,10(1',2')-benzenoanthracene-1,4-dione | RefChem:1074816 | INCA-6 | NFAT Activation Inhibitor III | 9,10-Dihydro-9,10[1,2]-benzenoanthracene-1,4-dione | pentacyclo[6.6.6.02,7.09,14.015,20]icosa-2(7),4,9,11,13,15,17,19-octaene-3,6-dione | MFCD00226933 | INCA-6 NFAT Activation Inhibitor III | NSC 25996; Triptycene-1,4-quinone | NSC25996 | Probes1_000423 | Probes2_000449 | CBDivE_014338 | INCA-?6 | SCHEMBL881196 | 9,10-o-Benzeno-9,10-dihydroanthracene-1,4-dione | orb1704962 | CHEMBL1474701",3519-82-2,valid,
287383-59-9,5186,CHEBI:92401,Scriptaid,"6-(1,3-dioxobenzo[de]isoquinolin-2-yl)-N-hydroxyhexanamide",C18H18N2O4,326.3,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO,"InChI=1S/C18H18N2O4/c21-15(19-24)10-2-1-3-11-20-17(22)13-8-4-6-12-7-5-9-14(16(12)13)18(20)23/h4-9,24H,1-3,10-11H2,(H,19,21)",JTDYUFSDZATMKU-UHFFFAOYSA-N,2,86.7,"scriptaid | 287383-59-9 | GNF-PF-2024 | 6-(1,3-dioxobenzo[de]isoquinolin-2-yl)-N-hydroxyhexanamide | EJQ8CD8BSV | 1h-benz[de]isoquinoline-2(3h)-hexanamide, n-hydroxy-1,3-dioxo- | N-Hydroxy-1,3-dioxo-1H-benz(de)isoquinoline-2(3H)-hexan amide | DTXSID70274458 | 1H-BENZ(DE)ISOQUINOLINE-2(3H)-HEXANAMIDE, N-HYDROXY-1,3-DIOXO- | 6-(1,3-dioxobenzo(de)isoquinolin-2-yl)-N-hydroxyhexanamide | RefChem:931493 | DTXCID40225937 | Scriptide | 6-(1,3-Dioxo-1H-benzo[de]isoquinolin-2(3H)-yl)-N-hydroxyhexanamide | Scriptide;GCK1026 | UNII-EJQ8CD8BSV | MFCD00386477 | CHEMBL96051 | SB-556629 | N-Hydroxy-1,3-dioxo-1H-benz[de]isoquinoline-2(3H)-hexananmide",287383-59-9,valid,
181144-66-1,9816959,CHEBI:92156,Co-102862,[(E)-[4-(4-fluorophenoxy)phenyl]methylideneamino]urea,C14H12FN3O2,273.26,C1=CC(=CC=C1/C=N/NC(=O)N)OC2=CC=C(C=C2)F,C1=CC(=CC=C1C=NNC(=O)N)OC2=CC=C(C=C2)F,"InChI=1S/C14H12FN3O2/c15-11-3-7-13(8-4-11)20-12-5-1-10(2-6-12)9-17-18-14(16)19/h1-9H,(H3,16,18,19)/b17-9+",MHUUDVZSPFRUSK-RQZCQDPDSA-N,3.1,76.7,"181144-66-1 | CO 102862 | 4-(4-fluorophenoxy)benzaldehyde semicarbazone | CO-102862 | V-102862 | 0KN11H90GF | FPhOBal semicarbazone | 2-((4-(4-Fluorophenoxy)phenyl)methylene)hydrazinecarboxamide | Hydrazinecarboxamide, 2-((4-(4-fluorophenoxy)phenyl)methylene)- | Hydrazinecarboxamide, 2-[[4-(4-fluorophenoxy)phenyl]methylene]- | 2-[[4-(4-Fluorophenoxy)phenyl]methylene]hydrazinecarboxamide | DTXSID70171079 | RefChem:918853 | DTXCID8093570 | 2-(4-(4-Fluorophenoxy)benzylidene)hydrazinecarboxamide | [(E)-[4-(4-fluorophenoxy)phenyl]methylideneamino]urea | CHEMBL287833 | (E)-2-(4-(4-fluorophenoxy)benzylidene)hydrazinecarboxamide | UNII-0KN11H90GF | (E)-2-(4-(4-fluorophenoxy)benz-ylidene)hydrazinecarboxamide",181144-66-1,valid,
522-51-0,10649,CHEBI:31466,Dequalinium Chloride,1-[10-(4-amino-2-methylquinolin-1-ium-1-yl)decyl]-2-methylquinolin-1-ium-4-amine dichloride,C30H40Cl2N4,527.6,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[Cl-].[Cl-],CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[Cl-].[Cl-],"InChI=1S/C30H38N4.2ClH/c1-23-21-27(31)25-15-9-11-17-29(25)33(23)19-13-7-5-3-4-6-8-14-20-34-24(2)22-28(32)26-16-10-12-18-30(26)34;;/h9-12,15-18,21-22,31-32H,3-8,13-14,19-20H2,1-2H3;2*1H",LTNZEXKYNRNOGT-UHFFFAOYSA-N,,59.8,"dequalinium chloride | 522-51-0 | Dequalinium Dichloride | Dekamin | Decamine | Decaminum | Chlorure de dequalinium | BAQD 10 | Dequalinii chloridum | Cloruro de decalinio | Nordman | 1,1'-Decamethylenebis(4-aminoquinaldinium chloride) | Dequalinio cloruro | FLUOMIZIN | DTXSID3045144 | XYS8INN1I6 | BAQD-10 | GNF-Pf-5483 | Cloruro de decualinio | 1,10-Decamethylene-bis(4-aminoquinaldinium chloride)",522-51-0,valid,
122111-03-9,60749,,Gemcitabine Hydrochloride,"4-amino-1-[(2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one;hydrochloride",C9H12ClF2N3O4,299.66,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl,"InChI=1S/C9H11F2N3O4.ClH/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17;/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17);1H/t4-,6-,7-;/m1./s1",OKKDEIYWILRZIA-OSZBKLCCSA-N,,108,"GEMCITABINE HYDROCHLORIDE | 122111-03-9 | Gemcitabine HCl | LY188011 hydrochloride | 2'-Deoxy-2',2'-difluorocytidine monohydrochloride | 2'-deoxy-2',2'-difluorocytidine hydrochloride | INFUGEM | Gemcitabine (as hydrochloride) | Cytidine, 2'-deoxy-2',2'-difluoro-, monohydrochloride | DTXSID3047849 | Gemcitabine HCI | U347PV74IL | LY-188011 HYDROCHLORIDE | 2',2'-Difluorodeoxycytidine monohydrochloride | DTXCID3027827 | NSC613327 | CHEBI:31647 | RefChem:57768 | FF10832 | FF 10832",122111-03-9,valid,
146-77-0,8974,CHEBI:125640,2-Chloroadenosine,"(2R,3R,4S,5R)-2-(6-amino-2-chloropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C10H12ClN5O4,301.69,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl)N,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)Cl)N,"InChI=1S/C10H12ClN5O4/c11-10-14-7(12)4-8(15-10)16(2-13-4)9-6(19)5(18)3(1-17)20-9/h2-3,5-6,9,17-19H,1H2,(H2,12,14,15)/t3-,5-,6-,9-/m1/s1",BIXYYZIIJIXVFW-UUOKFMHZSA-N,-0.1,140,"2-Chloroadenosine | 146-77-0 | ADENOSINE, 2-CHLORO- | 2-Chloroadenosinehemihydrate | 2 Chloroadenosine | 7W7ZUG45G8 | DTXSID301017134 | (2R,3R,4S,5R)-2-(6-amino-2-chloropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol | NSC-36896 | RefChem:470363 | DTXCID301475316 | 205-678-3 | 6-Amino-2-chloropurine riboside | CADO | 5-Chloroformycin A | MFCD00005734 | 2-Chloro Adenosine | C10H12ClN5O4 | (2R,3R,4S,5R)-2-(6-amino-2-chloro-9H-purin-9-yl)-5-(hydroxymethyl)tetrahydrofuran-3,4-diol | EINECS 205-678-3",146-77-0,valid,
76298-90-3,10102413,,1-(2-Allylphenoxy)-3-((1-bromoacetylamino-4-menthane-8-yl)amino)-2-propanol,2-bromo-N-[4-[2-[[2-hydroxy-3-(2-prop-2-enylphenoxy)propyl]amino]propan-2-yl]-1-methylcyclohexyl]acetamide,C24H37BrN2O3,481.5,CC1(CCC(CC1)C(C)(C)NCC(COC2=CC=CC=C2CC=C)O)NC(=O)CBr,CC1(CCC(CC1)C(C)(C)NCC(COC2=CC=CC=C2CC=C)O)NC(=O)CBr,"InChI=1S/C24H37BrN2O3/c1-5-8-18-9-6-7-10-21(18)30-17-20(28)16-26-23(2,3)19-11-13-24(4,14-12-19)27-22(29)15-25/h5-7,9-10,19-20,26,28H,1,8,11-17H2,2-4H3,(H,27,29)",GXGOSIPJZRPYAZ-UHFFFAOYSA-N,4.7,70.6,"Br-8-Alpm | 76298-90-3 | 1-(2-Allylphenoxy)-3-((1-bromoacetylamino-p-menthane-8-yl)amino)-2-propanol | 1-(2-Allylphenoxy)-3-((1-bromoacetylamino-4-menthane-8-yl)amino)-2-propanol | Acetamide, 2-bromo-N-(4-(1-((2-hydroxy-3-(2-(2-propenyl)phenoxy)propyl)amino)-1-methylethyl)-1-methylcyclohexyl)- | RefChem:907197 | CHEMBL47370 | DTXSID30997651 | BDBM50225368 | 2-bromo-N-[4-[2-[[2-hydroxy-3-(2-prop-2-enylphenoxy)propyl]amino]propan-2-yl]-1-methylcyclohexyl]acetamide | 2-Bromo-N-{4-[2-({2-hydroxy-3-[2-(prop-2-en-1-yl)phenoxy]propyl}amino)propan-2-yl]-1-methylcyclohexyl}ethanimidic acid | Bromo-N-{4-[2-({2-hydroxy-3-[2-(prop-2-en-1-yl)phenoxy]propyl}amino)propan-2-yl]-1-methylcyclohexyl}ethanimidic acid",76298-90-3,valid,
69-74-9,6252,,Cytarabine Hydrochloride,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one;hydrochloride",C9H14ClN3O5,279.68,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O.Cl,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl,"InChI=1S/C9H13N3O5.ClH/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8;/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16);1H/t4-,6-,7+,8-;/m1./s1",KCURWTAZOZXKSJ-JBMRGDGGSA-N,,129,"CYTARABINE HYDROCHLORIDE | 69-74-9 | Cytosine arabinoside hydrochloride | Cytarabine HCl | 1-beta-D-Arabinofuranosylcytosine hydrochloride | Cytosar hydrochloride | Spongocytidine hydrochloride | Arabitin hydrochloride | Aracytidine hydrochloride | U-19920A | Iretin | DTXSID5024891 | Aracytin hydrochloride | NSC-63878 | 33K3DB6591 | 1-beta-D-Arabinofuranosylcytosine monohydrochloride | Arabinosylcytosine hydrochloride | DTXCID104891 | Arabinofuranosylcytosine hydrochloride | 2(1H)-Pyrimidinone, 4-amino-1-beta-D-arabinofuranosyl-, monohydrochloride",69-74-9,valid,
4673-26-1,2733504,CHEBI:77967,Diphenyleneiodonium chloride,"8-iodoniatricyclo[7.4.0.02,7]trideca-1(13),2,4,6,9,11-hexaene chloride",C12H8ClI,314.55,C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2.[Cl-],C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2.[Cl-],InChI=1S/C12H8I.ClH/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11;/h1-8H;1H/q+1;/p-1,FCFZKAVCDNTYID-UHFFFAOYSA-M,,0,"Diphenyleneiodonium chloride | Dibenziodolium chloride | UNII-7M9D81YZ2N | 7M9D81YZ2N | dibenzo[b,d]iodolium chloride | CHEBI:77967 | DTXSID00196932 | 2,2'-biphenylyleneiodonium chloride | dibenzo(b,d)iodolium chloride | RefChem:134677 | DTXCID40119423 | 805-298-3 | 4673-26-1 | dibenzo[b,d]iodol-5-ium chloride | DPI | MFCD00214165 | 8-iodoniatricyclo[7.4.0.02,7]trideca-1(13),2,4,6,9,11-hexaene;chloride | diphenylene iodonium chloride | DPI chloride | CHEMBL397686",4673-26-1,valid,
