CAS,pubchem_cid,chebi_id,preferred_name,iupac_name,molecular_formula,molecular_weight,isomeric_smiles,canonical_smiles,inchi,inchikey,xlogp,tpsa,synonyms,cas_queried,cas_class,cas_repairs
569-61-9,11292,CHEBI:82303,Pararosaniline Hydrochloride,"4-[(4-aminophenyl)-(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]aniline;hydrochloride",C19H18ClN3,323.8,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,"InChI=1S/C19H17N3.ClH/c20-16-7-1-13(2-8-16)19(14-3-9-17(21)10-4-14)15-5-11-18(22)12-6-15;/h1-12,20H,21-22H2;1H",JUQPZRLQQYSMEQ-UHFFFAOYSA-N,,75.9,569-61-9 | Pararosaniline hydrochloride | Parafuchsin | Parafuchsine | Pararosaniline chloride | p-Fuchsin | CI Basic Red 9 | C.I. Basic Red 9 monohydrochloride | Parafuksin | Fuchsine SP | C.I. Basic Red 9 | Fuchsine SPC | Calcozine magenta N | BASIC PARAFUCHSINE | p-Rosaniline hydrochloride | Fuchsine DR-001 | C.I. 42500 | Paraosaniline hydrochloride | Orient Para Magenta Base | Cerven zasadita 9,569-61-9,valid,
41372-20-7,6852399,,Apomorphine Hydrochloride Hemihydrate,"(6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol;hydrate;hydrochloride",C17H20ClNO3,321.8,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl,"InChI=1S/C17H17NO2.ClH.H2O/c1-18-8-7-10-3-2-4-12-15(10)13(18)9-11-5-6-14(19)17(20)16(11)12;;/h2-6,13,19-20H,7-9H2,1H3;1H;1H2/t13-;;/m1../s1",DQQCJDBYNZMPOA-FFXKMJQXSA-N,,44.7,"Apomorphine hydrochloride hemihydrate | 41372-20-7 | Apomorphinium chloride hemihydrate | RefChem:1077145 | 58117-94-5 | R-(-)-Apomorphine hydrochloride hemihydrate | (?)-Apomorphine (hydrochloride hydrate) | MLS000069811 | (-)-Apomorphine (hydrochloride hydrate) | SMR000059235 | 5,6,6a,7-Tetrahydro-6-methyl-4H-dibenzo[de,g]quinoline-10,11-diol hydrochloride xhydrate | (6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol;hydrate;hydrochloride | SMR000653528 | (R)-Apomorphine Hydrochloride Hemihydrate | Opera_ID_1132 | MLS001074112 | MLS002153277 | MLS002222153 | orb2283774 | SCHEMBL5429071",41372-20-7,valid,
1404-88-2,452550,,Tyrothricin,"3-[(3R,6S,9S,12S,15S,17S,20S,22R,25S,28S)-20-(2-amino-2-oxoethyl)-9-(3-aminopropyl)-3,22,25-tribenzyl-15-[(4-hydroxyphenyl)methyl]-6-(2-methylpropyl)-2,5,8,11,14,18,21,24,27-nonaoxo-12-propan-2-yl-1,4,7,10,13,16,19,23,26-nonazabicyclo[26.3.0]hentriacontan-17-yl]propanoic acid",C65H85N11O13,1228.4,CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)[C@@H](NC(=O)[C@@H](N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)O)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6,CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)C(NC(=O)C(NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)O)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6,"InChI=1S/C65H85N11O13/c1-38(2)32-49-60(84)74-52(36-42-20-12-7-13-21-42)65(89)76-31-15-23-53(76)63(87)73-51(34-41-18-10-6-11-19-41)61(85)70-47(33-40-16-8-5-9-17-40)57(81)48(37-54(67)78)71-59(83)46(28-29-55(79)80)68-50(35-43-24-26-44(77)27-25-43)62(86)75-56(39(3)4)64(88)69-45(22-14-30-66)58(82)72-49/h5-13,16-21,24-27,38-39,45-53,56,68,77H,14-15,22-23,28-37,66H2,1-4H3,(H2,67,78)(H,69,88)(H,70,85)(H,71,83)(H,72,82)(H,73,87)(H,74,84)(H,75,86)(H,79,80)/t45-,46-,47+,48-,49-,50-,51-,52+,53-,56-/m0/s1",NLJVXZFCYKWXLH-DXTIXLATSA-N,1.9,380,Bactratycin | Coltirot | Dermotricine | Hydrotricine | Martricin | Tirotricina | Tyrothricine | Solutricine | Tyrothricinum | Tyroderm | Tyrosur | Dubos crude crystals | Tyri 10 | 877376V2XW | NSC-757363 | DTXSID4045846 | RefChem:192767 | D06AX08 | R02AB02 | S01AA05,1404-88-2,valid,
90-45-9,7019,CHEBI:74789,9-Aminoacridine,acridin-9-amine,C13H10N2,194.23,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,"InChI=1S/C13H10N2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8H,(H2,14,15)",XJGFWWJLMVZSIG-UHFFFAOYSA-N,2.8,38.9,"9-AMINOACRIDINE | Acridin-9-amine | 90-45-9 | Aminacrine | 9-Acridinamine | Aminoacridine | Aminacrin | Izoacridina | 10-Amino-5-azaanthracene | Aminoacridina | Acridine, 9-amino- | Aminoacridinum | 5-Aminoacridine | NSC-13000 | 78OY3Z0P7Z | DTXSID2024456 | CHEBI:74789 | NSC13000 | NSC28747 | Aminoacrine",90-45-9,valid,
536-43-6,68304,,Dyclonine Hydrochloride,1-(4-butoxyphenyl)-3-piperidin-1-ylpropan-1-one;hydrochloride,C18H28ClNO2,325.9,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl,"InChI=1S/C18H27NO2.ClH/c1-2-3-15-21-17-9-7-16(8-10-17)18(20)11-14-19-12-5-4-6-13-19;/h7-10H,2-6,11-15H2,1H3;1H",KNZADIMHVBBPOA-UHFFFAOYSA-N,,29.5,"Dyclonine hydrochloride | 536-43-6 | Dyclonine HCL | Dyclone | 4'-Butoxy-3-piperidinopropiophenone hydrochloride | DTXSID6045323 | NSC-23018 | ZEC193879Q | Dyclonine hydrochloride (USP) | Dyclonine hydrochloride [USP] | DTXCID4025323 | NSC23018 | 4-n-Butoxy-beta-(1-piperidyl)propiophenone hydrochloride | CHEBI:4725 | Dyclopro | RefChem:55083 | Sucrets Sore Throat Wild Cherry | 1-Propanone,1-(4-butoxyphenyl)-3-(1-piperidinyl)-,hydrochloride | 208-633-6 | 1-(3-(4-butoxyphenyl)-3-oxopropyl)piperidinium chloride",536-43-6,valid,
483-18-1,10219,CHEBI:4781,Emetine,"(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine",C29H40N2O4,480.6,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,"InChI=1S/C29H40N2O4/c1-6-18-17-31-10-8-20-14-27(33-3)29(35-5)16-23(20)25(31)12-21(18)11-24-22-15-28(34-4)26(32-2)13-19(22)7-9-30-24/h13-16,18,21,24-25,30H,6-12,17H2,1-5H3/t18-,21-,24+,25-/m0/s1",AUVVAXYIELKVAI-CKBKHPSWSA-N,4.7,52.2,"EMETINE | 483-18-1 | Emetin | Cephaeline methyl ether | (-)-Emetine | Methyl cephaeline | 6',7',10,11-Tetramethoxyemetan | Cephaline-O-methyl ether | Emetinum | Emetan, 6',7',10,11-tetramethoxy- | NSC-33669 | DTXSID5022980 | X8D5EPO80M | (2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine | CHEBI:4781 | DTXCID402980 | Ipecine | Methylcephaeline | (2S,3R,11bS)-2-(((1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl)methyl)-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo(a)quinolizine | RefChem:136683",483-18-1,valid,
25155-30-0,23662403,,Sodium Dodecylbenzenesulfonate,sodium 2-dodecylbenzenesulfonate,C18H29NaO3S,348.5,CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)[O-].[Na+],CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)[O-].[Na+],"InChI=1S/C18H30O3S.Na/c1-2-3-4-5-6-7-8-9-10-11-14-17-15-12-13-16-18(17)22(19,20)21;/h12-13,15-16H,2-11,14H2,1H3,(H,19,20,21);/q;+1/p-1",HFQQZARZPUDIFP-UHFFFAOYSA-M,,65.6,"Sodium dodecylbenzenesulphonate | Abeson nam | Dodecyl benzenesulfonic acid, sodium salt | Santomerse 3 | Sulframin 85 | SDBS | Sulfapolu | Sulfuril | Sulfaril paste | Ultrawet KX | Ultrawet SK | Benzenesulfonic acid, dodecyl-, sodium salt | Sodium laurylbenzenesulfonate | Richonate 45B | Sulframin 40RA | Ultrawet 60K | Detergent HD-90 | Santomerse No. 1 | Stepantan DS 40 | Trepolate F 40",25155-30-0,valid,
91296-87-6,56207,CHEBI:201434,Sarafloxacin Hydrochloride,6-fluoro-1-(4-fluorophenyl)-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid;hydrochloride,C20H18ClF2N3O3,421.8,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl,"InChI=1S/C20H17F2N3O3.ClH/c21-12-1-3-13(4-2-12)25-11-15(20(27)28)19(26)14-9-16(22)18(10-17(14)25)24-7-5-23-6-8-24;/h1-4,9-11,23H,5-8H2,(H,27,28);1H",KNWODGJQLCISLC-UHFFFAOYSA-N,,72.9,"SARAFLOXACIN HYDROCHLORIDE | 91296-87-6 | Sarafloxacin HCl | Sarafin | SaraFlox WSP | ABBOTT-56620 | Sarafloxacin monohydrochloride | I36JP4Q9DF | NSC-758956 | DTXSID8045939 | SaraFlox Injectable | ABBOTT-57135 HYDROCHLORIDE | DTXCID6025939 | 3-Quinolinecarboxylic acid, 6-fluoro-1-(4-fluorophenyl)-1,4-dihydro-4-oxo-7-(1-piperazinyl)-, monohydrochloride | RefChem:181312 | Sarafloxacin (hydrochloride) | Saraflox | Sarafloxacin hydrochloride [USAN] | 1352879-52-7 | A-56620 (hydrochloride)",91296-87-6,valid,
6724-53-4,5284439,CHEBI:232991,Perhexiline Maleate,"(Z)-but-2-enedioic acid;2-(2,2-dicyclohexylethyl)piperidine",C23H39NO4,393.6,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=CC(=O)O)C(=O)O,"InChI=1S/C19H35N.C4H4O4/c1-3-9-16(10-4-1)19(17-11-5-2-6-12-17)15-18-13-7-8-14-20-18;5-3(6)1-2-4(7)8/h16-20H,1-15H2;1-2H,(H,5,6)(H,7,8)/b;2-1-",JDZOTSLZMQDFLG-BTJKTKAUSA-N,,86.6,"Perhexiline maleate | 6724-53-4 | Pexid | 2-(2,2-Dicyclohexylethyl)piperidine maleate | DTXSID1021114 | Pexsig | NSC-758409 | K7V8Y90G0H | Piperidine, 2-(2,2-dicyclohexylethyl)-, maleate (1:1) | Piperidine, 2-(2,2-dicyclohexylethyl)-, (Z)-2-butenedioate (1:1) | DTXCID201114 | RefChem:860306 | 229-775-5 | rac Perhexiline Maleate | Perhexiline maleate [USAN] | (Z)-but-2-enedioic acid;2-(2,2-dicyclohexylethyl)piperidine | CCRIS 5491 | 2-(2,2-Dicyclohexylethyl)piperidine maleate (1:1) | Perhexiline maleate, (+)- | Perhexiline maleate, (-)-",6724-53-4,valid,
382-67-2,5311067,CHEBI:691037,Desoximetasone,"(8S,9R,10S,11S,13S,14S,16R,17S)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-3-one",C22H29FO4,376.5,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,"InChI=1S/C22H29FO4/c1-12-8-16-15-5-4-13-9-14(25)6-7-21(13,3)22(15,23)18(27)10-20(16,2)19(12)17(26)11-24/h6-7,9,12,15-16,18-19,24,27H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,18+,19-,20+,21+,22+/m1/s1",VWVSBHGCDBMOOT-IIEHVVJPSA-N,2.3,74.6,"desoximetasone | 382-67-2 | Topicort | Desoxymethasone | Desoximetasona | Desoximetasonum | Topicort LP | Desossimetasone | HOE-304 | HOE 304 | R-2113 | A-41-304 | DTXSID3045647 | (8S,9R,10S,11S,13S,14S,16R,17S)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-3-one | 4E07GXB7AU | R 2113 | J83.644C | CHEBI:691037 | A-41304 | NSC-759189",382-67-2,valid,
1477-55-0,15133,,"1,3-Benzenedimethanamine",[3-(aminomethyl)phenyl]methanamine,C8H12N2,136.19,C1=CC(=CC(=C1)CN)CN,C1=CC(=CC(=C1)CN)CN,"InChI=1S/C8H12N2/c9-5-7-2-1-3-8(4-7)6-10/h1-4H,5-6,9-10H2",FDLQZKYLHJJBHD-UHFFFAOYSA-N,-0.3,52,"m-Xylylenediamine | 1477-55-0 | 1,3-BENZENEDIMETHANAMINE | 1,3-Bis(aminomethyl)benzene | 1,3-Xylylenediamine | m-Xylylendiamin | m-Phenylenebis(methylamine) | Methylamine, m-phenylenebis- | alpha,alpha'-Diamino-m-xylene | m-Xylene-alpha,alpha'-diamine | 1,3-Bis-aminomethylbenzen | 3-(Aminomethyl)benzylamine | Epilink MX | m-Xylylendiamin [Czech] | DTXSID9029649 | m-Xylene-.alpha.,.alpha.'-diamine | NSC 61568 | CCRIS 6681 | HSDB 6257 | 1,3-Bis-aminomethylbenzen [Czech]",1477-55-0,valid,
86-75-9,6855,CHEBI:93233,Benzoxiquine,quinolin-8-yl benzoate,C16H11NO2,249.26,C1=CC=C(C=C1)C(=O)OC2=CC=CC3=C2N=CC=C3,C1=CC=C(C=C1)C(=O)OC2=CC=CC3=C2N=CC=C3,InChI=1S/C16H11NO2/c18-16(13-6-2-1-3-7-13)19-14-10-4-8-12-9-5-11-17-15(12)14/h1-11H,BHKPHCKISVSDGV-UHFFFAOYSA-N,3.7,39.2,"BENZOXIQUINE | 86-75-9 | Paveril | Benzoxiquina | Benzoxiquinum | 8-Benzoyloxyquinoline | 8-Quinolinol, 8-benzoate | NSC-3951 | DTXSID5046069 | GRE0P19C3Z | NSC3951 | DTXCID3026069 | benzoxichina | RefChem:566442 | 201-697-6 | quinolin-8-yl benzoate | Benzoxyquine | Benzoxyline | 8-Quinolinol, benzoate (ester) | 8-quinolyl benzoate",86-75-9,valid,
16423-68-0,3259,,Erythrosine,"3',6'-dihydroxy-2',4',5',7'-tetraiodospiro[2-benzofuran-3,9'-xanthene]-1-one",C20H8I4O5,835.9,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,"InChI=1S/C20H8I4O5/c21-11-5-9-17(13(23)15(11)25)28-18-10(6-12(22)16(26)14(18)24)20(9)8-4-2-1-3-7(8)19(27)29-20/h1-6,25-26H",OALHHIHQOFIMEF-UHFFFAOYSA-N,6,76,"ERYTHROSINE | E127 | 3',6'-dihydroxy-2',4',5',7'-tetraiodospiro[2-benzofuran-3,9'-xanthene]-1-one | FD & C red no. 3 | 3',6'-dihydroxy-2',4',5',7'-tetraiodospiro(2-benzofuran-3,9'-xanthene)-1-one | FDC Red No. 3 | RefChem:591122 | Spiro(isobenzofuran-1(3H),9'-(9H)xanthen)-3-one, 3',6'-dihydroxy-2',4',5',7'-tetraiodo-, disodium salt | 16423-68-0 | Erythrosine, sodium anhydrous | NSC-36685 | Erythrosin B | Tetraiodofluorescein | 15905-32-5 | Solvent Red 140 | Iodeosin | Erythrosine acid | Erythrosine, phenolic | 2',4',5',7'-Tetraiodofluorescein | 2,4,5,7-Erythrosin",16423-68-0,valid,
57-09-0,5974,CHEBI:3567,Hexadecyltrimethylammonium Bromide,hexadecyl(trimethyl)azanium bromide,C19H42BrN,364.4,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"InChI=1S/C19H42N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",LZZYPRNAOMGNLH-UHFFFAOYSA-M,,0,57-09-0 | Cetrimonium bromide | Cetyltrimethylammonium bromide | Hexadecyltrimethylammonium bromide | Bromat | CETAB | Centimide | Ctmab | Acetoquat CTAB | Cee dee | Cetyl trimethyl ammonium bromide | Trimethylcetylammonium bromide | Bromuro de cetrimonio | N-Cetyltrimethylammonium bromide | Bromure de cetrimonium | Cetrimonii bromidum | Trimethylhexadecylammonium bromide | Cetrimonio bromuro | N-HEXADECYLTRIMETHYLAMMONIUM BROMIDE | Palmityltrimethyl ammonium bromide,57-09-0,valid,
1258-84-0,159516,CHEBI:8416,Pristimerin,"methyl (2R,4aS,6aR,6aS,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylate",C30H40O4,464.6,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)OC)C)C)C)C)O,CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C)O,"InChI=1S/C30H40O4/c1-18-19-8-9-22-28(4,20(19)16-21(31)24(18)32)13-15-30(6)23-17-27(3,25(33)34-7)11-10-26(23,2)12-14-29(22,30)5/h8-9,16,23,32H,10-15,17H2,1-7H3/t23-,26-,27-,28+,29-,30+/m1/s1",JFACETXYABVHFD-WXPPGMDDSA-N,6.3,63.6,"Pristimerin | 1258-84-0 | Celastrol methyl ester | methyl (2R,4aS,6aR,6aS,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylate | 28ZK7PR57S | DTXSID5044027 | NSC-99281 | RefChem:929986 | DTXCID3024027 | 3-hydroxy-24-nor-2-oxo-1(10),3,5,7-friedelatetraen-29-oic acid methyl ester | (9 beta,13 alpha,14 beta, 20 alpha)-3-hydroxy-9,13-dimethyl-2-oxo-24,25,26-trinoroleana-1(10),3,5,7-tetraen-29-oic acid | 24,25,26-trinoroleana-1(10),3,5,7-tetraen-29-oic acid, 3-hydroxy-9,13-dimethyl-2-oxo-, methyl ester, (9beta,13alpha,14beta,20alpha)- | Celastrol-methylether | MFCD01711331 | GNF-PF-476 | CHEBI:8416 | methyl (2R,4aS,6aS,12bR,14aS,14bR)-10-hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydropicene-2-carboxylate | C30H40O4 | 3-Hydroxy-2-oxo-24-nor-D:A-friedoolean-1(10),3,5,7-tetren-29-oic acid methyl ester | Pristimerine",1258-84-0,valid,
585-66-6,,,,,,,,,,,,,,585-66-6,invalid_checksum,
1254-85-9,21596358,CHEBI:197237,Cedrelone,"(1R,2R,4R,6S,7S,10R,11R)-6-(furan-3-yl)-17-hydroxy-1,7,11,15,15-pentamethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadeca-12,16-diene-14,18-dione",C26H30O5,422.5,C[C@@]12CC[C@@H]3[C@]4(C=CC(=O)C(C4=C(C(=O)[C@]3([C@@]15[C@H](O5)C[C@H]2C6=COC=C6)C)O)(C)C)C,CC1(C(=O)C=CC2(C1=C(C(=O)C3(C2CCC4(C35C(O5)CC4C6=COC=C6)C)C)O)C)C,"InChI=1S/C26H30O5/c1-22(2)17(27)7-9-23(3)16-6-10-24(4)15(14-8-11-30-13-14)12-18-26(24,31-18)25(16,5)21(29)19(28)20(22)23/h7-9,11,13,15-16,18,28H,6,10,12H2,1-5H3/t15-,16+,18+,23+,24-,25-,26+/m0/s1",OQMUOVSEPOBWMK-BWLMZZBKSA-N,3.7,80,"Cedrelone | 1254-85-9 | RefChem:918180 | (1R,2R,4R,6S,7S,10R,11R)-6-(Furan-3-yl)-17-hydroxy-1,7,11,15,15-pentamethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadeca-12,16-diene-14,18-dione | 14,15:21,23-Diepoxy-6-hydroxy-4,4,8-trimethyl-24-norchola-1,5,20,22-tetraene-3,7-dione (13alpha,14beta,15beta,17beta)- | 24-Norchola-1,5,20,22-tetraene-3,7-dione, 14,15:21,23-diepoxy-6-hydroxy-4,4,8-trimethyl-, (13alpha,14beta,15beta,17beta)- | (13alpha,14beta,15beta,17alpha)-14,15:21,23-Diepoxy-6-hydroxy-4,4,8-trimethyl-24-norchola-1,5,20,22-tetraene-3,7-dione | (1S,2aR,3aR,3bR,9aR,9bR,11aS)-1-(Furan-3-yl)-5-hydroxy-3b,6,6,9a,11a-pentamethyl-2,2a,6,9a,9b,10,11,11a-octahydronaphtho[1',2':6,7]indeno[1,7a-b]oxirene-4,7(1H,3bH)-dione | 24-Norchola-1,5,20,22-tetraene-3,7-dione, 14,15:21,23-diepoxy-6-hydroxy-4,4,8-trimethyl-, (13alpha,14beta,15beta,17alpha)- | SCHEMBL887112 | orb1682978 | CHEMBL2269927 | CHEBI:197237 | GLXC-16350 | HY-N3561 | TN3616 | AKOS040761476 | DA-51738 | FS-10270 | CS-0023844",1254-85-9,valid,
642-71-7,69505,CHEBI:2760,"3,4,5-Trimethoxyphenol","3,4,5-trimethoxyphenol",C9H12O4,184.19,COC1=CC(=CC(=C1OC)OC)O,COC1=CC(=CC(=C1OC)OC)O,"InChI=1S/C9H12O4/c1-11-7-4-6(10)5-8(12-2)9(7)13-3/h4-5,10H,1-3H3",VTCDZPUMZAZMSB-UHFFFAOYSA-N,0.5,47.9,"3,4,5-Trimethoxyphenol | Antiarol | 642-71-7 | Phenol, 3,4,5-trimethoxy- | WXG8D4R582 | EINECS 211-387-2 | AI3-38432 | CHEBI:2760 | DTXSID20214405 | TRIMETHOXYPHENOL, 3,4,5- | 3',4',5'-TRIMETHOXYPHENOL | RefChem:485777 | DTXCID80136896 | 211-387-2 | MFCD00008389 | 3,4,5-trimethoxy-phenol | antiaiol | Spectrum_000525 | SpecPlus_000623 | Spectrum3_001208",642-71-7,valid,
13394-80-8,,,,,,,,,,,,,,13394-80-8,invalid_checksum,
486-66-8,5281708,CHEBI:28197,Daidzein,7-hydroxy-3-(4-hydroxyphenyl)chromen-4-one,C15H10O4,254.24,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H",ZQSIJRDFPHDXIC-UHFFFAOYSA-N,2.5,66.8,"daidzein | 486-66-8 | 4',7-Dihydroxyisoflavone | Daidzeol | 7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one | 7,4'-Dihydroxyisoflavone | 7-Hydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one | 7-hydroxy-3-(4-hydroxyphenyl)chromen-4-one | Diadzein | 7-Hydroxy-3-(4-hydroxyphenyl)-4-benzopyrone | DTXSID9022310 | 6287WC5J2L | DTXCID102310 | CHEBI:28197 | RefChem:5729 | 207-635-4 | 4H-1-Benzopyran-4-one, 7-hydroxy-3-(4-hydroxyphenyl)- | Daidzein (Standard) | MFCD00016954 | 4,7-Dihydroxyisoflavone",486-66-8,valid,
4339-97-5,,,,,,,,,,,,,,4339-97-5,invalid_checksum,
